TRA/2011/19,HRB-SFI Translational Research Awards,Fergal O'Brien,Health Research Board (HRB),Translation of novel strategies for joint repair from bench to bedside,01/07/2012,30/06/2016,"648,546"
11/YI/B2093,SFI President of Ireland Young Resercher Award (PIYRA),Mark Little,Trinity College Dublin (TCD),Dissecting the pathogenesis of PR3-ANCA associated vasculitis using humanised mice,01/07/2012,30/06/2017,"1,227,574"
11/PI/1034,SFI Principal Investigator Programme (PI),Desmond Higgins,University College Dublin (UCD),Clustal Omega and the future of Multiple Alignments,01/07/2012,30/06/2017,"1,257,707"
11/PI/1056,SFI Principal Investigator Programme (PI),Andrew Bowie,Trinity College Dublin (TCD),Sensing and signalling in anti-viral innate immunity,01/07/2012,30/06/2017,"1,840,833"
12/CW/I2267,SFI Conference and Workshop,Anding Zhu,University College Dublin (UCD),The International Workshop on Integrated Nonlinear Microwave and Millimetre-wave Circuits,01/06/2012,30/11/2012,"1,935"
12/CW/B2244,SFI Conference and Workshop,Ciaran Simms,Trinity College Dublin (TCD),The International Research Council on Biomechanics of Injury (IRCOBO) Annual Scientific Conference & IRCOBI Pre-conference Workshop on Pedestrian and Cyclist Impact Mechanisms and Injury Prevention Strategies,01/06/2012,28/02/2013,"2,000"
12/CW/B2239,SFI Conference and Workshop,Brian Vohnsen,University College Dublin (UCD),EMBPO-6 (6th EOS Topical meeting on Visual and Physiological Optics ),01/06/2012,28/02/2013,"2,600"
08/IN.1/I2103 TIDA Training 11 Travel Award,SFI Technology and Innovation Development Award (TIDA) - Training Award,Owen Conlan,Trinity College Dublin (TCD),Wripl cross site personalisation,01/06/2012,30/11/2012,"3,308"
10/CE/B1821 TIDA Training 11a Travel Award,SFI Technology and Innovation Development Award (TIDA) - Training Award,Michael Berndt,Dublin City University (DCU),DiCAST - Leading the way in drug discovery - Paul Leonard,01/06/2012,31/07/2012,"3,500"
12/CW/B2257,SFI Conference and Workshop,Michael Lyons,Trinity College Dublin (TCD),Electrochem 2012,01/06/2012,31/12/2012,"5,000"
12/CW/E2248,SFI Conference and Workshop,Colin Caprani,Dublin Institute of Technology (DIT),Bridge and Concrete Research in Ireland Conference 2012,01/06/2012,28/02/2013,"5,000"
12/CW/I2245,SFI Conference and Workshop,Stefan Hutzler,Trinity College Dublin (TCD),International Workshop on Packing Problems,01/06/2012,28/02/2013,"5,000"
12/CW/B2243,SFI Conference and Workshop,Marijke Beltman,University College Dublin (UCD),16th conference of the European Society of Domestic Animal Reproduction and the Annual Conference of the EU-AI vets,01/06/2012,28/02/2013,"5,500"
12/CW/I2262,SFI Conference and Workshop,Dimitri Zaitsev,Trinity College Dublin (TCD),8th William Rowan Hamilton Geometry and Topology Workshop,01/06/2012,30/11/2012,"5,600"
09/JS/1707s1,WISER Junior Scholarship,Tim McGloughlin,University of Limerick (UL),SFI Scholarship - Young Women in Engineering,01/06/2012,30/11/2012,"6,500"
12/CW/B2254,SFI Conference and Workshop,Aideen Long,Trinity College Dublin (TCD),ISI 2012: Current and Emerging Themes in Immunology,01/06/2012,28/02/2013,"6,594"
12/CW/B2251,SFI Conference and Workshop,Ake Rasmuson,University of Limerick (UL),Crystal Growth of Organic Materials 10,01/06/2012,30/11/2012,"9,000"
12/CW/I2258,SFI Conference and Workshop,Xiaojun Wang,Dublin City University (DCU),China Ireland Symposium on ICT 2012,01/06/2012,30/11/2012,"9,000"
12/CW/B2256,SFI Conference and Workshop,Ed Lavelle,Trinity College Dublin (TCD),European Mucosal Immunology Group Meeting (EMIG 2012),01/06/2012,31/12/2012,"10,000"
12/CW/I2259,SFI Conference and Workshop,Stephen O'Brien,University of Limerick (UL),Problem Solving with Industry (ESGI 87),01/06/2012,30/11/2012,"10,000"
11/W.1/E2061,SFI ETS Walton Visitor Award,Dr Jianzhang Zhao,Trinity College Dublin (TCD),Upconversion via Triplet-Triplet Annihilation: International Energy-Pooling,01/06/2012,31/08/2012,"15,909"
12/CW/B2242,SFI Conference and Workshop,Denis Dowling,University College Dublin (UCD),22nd Annual BioInterface Conference,01/06/2012,28/02/2013,"19,783"
12/CW/I2249,SFI Conference and Workshop,Yuri Volkov,Trinity College Dublin (TCD),2012 World Molecular Imaging Congress,01/06/2012,30/11/2012,"24,750"
12/CW/I2240,SFI Conference and Workshop,Padraig Cunningham,University College Dublin (UCD),6th ACM Conference on Recommender Systems,01/06/2012,28/02/2013,"24,851"
12/CW/I2261,SFI Conference and Workshop,David Coker,University College Dublin (UCD),"ACAM Workshop Series: Bridging Simulation, Experiment and Industrial Application in Biology and Advanced Materials (Year IV)",01/06/2012,30/11/2012,"29,987"
11/W.1/I2072,SFI ETS Walton Visitor Award,Marc Hodes,University of Limerick (UL),Analytical Models Relevant to Evaporation-Induced Shear Stress-Driven Heat Spreaders,01/06/2012,31/08/2012,"48,298"
11/W.1/B1950,SFI ETS Walton Visitor Award,Paul Calvert,Dublin City University (DCU),Printable highly selective chemoresistor gel-based sensor arrays with antibody - diagnostic platform for rapid sensing of illegal steroids in natural waters,01/06/2012,31/08/2012,"48,672"
11/W.1/I2073,SFI ETS Walton Visitor Award,Andrei G Vladimir,Cork Institute of Technology (CIT),Theoretical modelling of quantum dot mode-locked and frequency swept Fourier domain mode-locked lasers,01/06/2012,31/05/2013,"142,051"
11/W.1/I2070,SFI ETS Walton Visitor Award,Sajal Das,Cork Institute of Technology (CIT),Occupancy and Activity Detection for Smart Building Energy Management,01/06/2012,28/02/2013,"143,290"
11/SIRG/B2111(X),SFI Starting Investigator Research Grant (SIRG),Damien Thompson,Tyndall National Institute (TNI),Engineering Multivalent Proteins for Regenerative Medicine (EMPoRiuM),01/06/2012,30/09/2013,"148,797"
11/W.1/I2065,SFI ETS Walton Visitor Award,Alexander O Govorov,Trinity College Dublin (TCD),Optically-active chiral nanomaterials,01/06/2012,31/05/2013,"180,959"
11/SIRG/B2183,SFI Starting Investigator Research Grant (SIRG),Aiden Corvin,Trinity College Dublin (TCD),"Systems biology approach to elucidate the genetic architecture of schizophrenia: synthesis of genomics, structural/functional magnetic resonance imaging and cognition.",01/06/2012,31/12/2015,"276,518"
12/ERC/B2227,SFI ERC Support Programme,Dean of Research (TCD),Trinity College Dublin (TCD),SFI ERC Support - Dan Bradley - Decoding Domesticated DNA,01/06/2012,31/05/2017,"278,083"
11/SIRG/E2172,SFI Starting Investigator Research Grant (SIRG),Run Long,University College Dublin (UCD),Excitation energy and charge transfer dynamics in new light harvesting photovoltaic materials from theoretical simulation,01/06/2012,31/12/2016,"516,524"
11/SIRG/E2113,SFI Starting Investigator Research Grant (SIRG),Ivana Savic,Tyndall National Institute (TNI),Thermoelectric properties of complex bulk materials from first principles,01/06/2012,28/02/2017,"518,875"
11/PI/1005,SFI Principal Investigator Programme (PI),Cormac Taylor,University College Dublin (UCD),Regulation of inflammatory gene expression during hypoxic inflammation.,01/06/2012,30/11/2017,"1,147,964"
09/JS/1699s1,WISER Junior Scholarship,Edmund Lalor,Trinity College Dublin (TCD),SFI Scholarship - Young Women in Engineering,28/05/2012,27/07/2012,"5,772"
09/JS/1747s1,WISER Junior Scholarship,Dermot O'Dwyer,Trinity College Dublin (TCD),SFI Scholarship - Young Women in Engineering,28/05/2012,27/07/2012,"6,500"
11/W.1/I2066,SFI ETS Walton Visitor Award,Gary Gimmestad,"National University of Ireland, Galway (NUIG)",Characterization of free-space optical communication channels with advanced remote sensing techniques,21/05/2012,20/09/2012,"60,233"
12/CW/E2237,SFI Conference and Workshop,Michael Gilchrist,University College Dublin (UCD),KARIM Open Forum on Environmental Solutions for Water and Agriculture,01/05/2012,31/10/2012,"3,000"
12/CW/B2238,SFI Conference and Workshop,Kumlesh Dev,Trinity College Dublin (TCD),"Block MS Ireland 2nd Annual Meeting: Neuroprotection at the cellular, in vivo and clinical level",01/05/2012,31/10/2012,"3,500"
11/SIRG/B2157,SFI Starting Investigator Research Grant (SIRG),Walter Kolch,University College Dublin (UCD),Crosstalk between ErbB2 and breast cancer associated receptor tyrosine kinases in resistance to ErbB2 targeted therapies,01/05/2012,30/09/2016,"368,868"
11/SIRG/I2131,SFI Starting Investigator Research Grant (SIRG),Ian O'Driscoll,Cork Institute of Technology (CIT),Ultrashort pulse generation in InAs quantum dots,01/05/2012,30/04/2016,"458,752"
11/SIRG/E2174,SFI Starting Investigator Research Grant (SIRG),Nicola Piana Agostinetti,Dublin Institute for Advanced Studies (DIAS),Seismic imaging and monitoring of the upper crust: exploring the potential low-enthalpy geothermal resources of Ireland,01/05/2012,30/04/2017,"563,974"
11/W.1/B2067,SFI ETS Walton Visitor Award,Gary Joseph Pielak,"National University of Ireland, Galway (NUIG)",Protein Chemistry in Living Cells,10/04/2012,09/07/2012,"56,932"
11/PI/1117,SFI Principal Investigator Programme (PI),Martyn Pemble,Tyndall National Institute (TNI),New Materials and Devices for Optical Applications via the use of Hybrid Technologies: Colloidal Crystallisation and Advanced Thin Film Deposition,02/04/2012,01/10/2016,"1,756,409"
12/CW/B2226,SFI Conference and Workshop,Dermot Cox,Royal College of Surgeons in Ireland (RCSI),62nd Scientific & Standardization Committee Meeting of the International Society on Thrombosis and Haemostasis,01/04/2012,30/09/2012,"2,000"
12/CW/B2232,SFI Conference and Workshop,Dolores Cahill,University College Dublin (UCD),"The International Partnership for Critical Marker of Disease, 10th Annual Cardiovascular Biomarkers Symposium",01/04/2012,30/09/2012,"2,500"
12/CW/I2229,SFI Conference and Workshop,John Donegan,Trinity College Dublin (TCD),From peering at atoms to gazing at the stars - a symposium to celebrate the vision of Edward Hutchinson Synge,01/04/2012,30/09/2012,"4,700"
12/CW/I2234,SFI Conference and Workshop,Lawrence Stapeleton,Waterford Institute of Technology (WIT),International Stability and Systems Engineering 2012,01/04/2012,31/12/2012,"5,000"
12/CW/E2235,SFI Conference and Workshop,Gerald Mills,University College Dublin (UCD),The 8th International Conference on Urban Climates,01/04/2012,31/03/2013,"25,000"
11/W.1/I1959,SFI ETS Walton Visitor Award,Bryan Dalton,University College Cork (UCC),Atom Interferometry as a Tool for Entanglement Detection,01/04/2012,31/10/2012,"74,965"
11/W.1/B2068,SFI ETS Walton Visitor Award,Manash Chatterjee,"National University of Ireland, Galway (NUIG)",TILLING in Miscanthus: a non-transgenic reverse genetic approach for Micanthus crop improvement for sustanable bioenergy supply,01/04/2012,30/04/2014,"108,072"
11/W.1/I1957,SFI ETS Walton Visitor Award,Sandeep Kumar,Trinity College Dublin (TCD),Self-assembling Supramolecular Nanocomposites for Organic Photovoltaics,01/04/2012,30/06/2013,"189,602"
11/PI/1071(X),SFI Principal Investigator Programme (PI),Donal O'Shea,University College Dublin (UCD),BF2-Tetraarylazadipyrromethene Based Stimuli-Responsive Near-Infrared Fluorescent Imaging Platforms,01/04/2012,31/07/2013,"193,418"
12/ERC/E2227,SFI ERC Support Programme,VP Research (UCD),University College Dublin (UCD),SFI ERC Support - Frederic Dias ,01/04/2012,31/12/2016,"203,160"
11/SIRG/I2120,SFI Starting Investigator Research Grant (SIRG),Martin O'Halloran,"National University of Ireland, Galway (NUIG)",Microwave Imaging for the Detection and Classification of Early-Stage Breast Cancer,01/04/2012,31/10/2016,"529,108"
11/SIRG/I2130,SFI Starting Investigator Research Grant (SIRG),Plamen Stamenov,Trinity College Dublin (TCD),"Development of High-Field, Real-Time Point Contact Andreev Reflection Techniques and Studies of Spin Polarisation and Propagation in Novel Materials",01/04/2012,30/09/2016,"566,956"
11/SIRG/B2135,SFI Starting Investigator Research Grant (SIRG),Manus Biggs,"National University of Ireland, Galway (NUIG)",Engineering neuroelectrodes for deep brain stimulation through biomimetic conducting polymers,01/04/2012,31/12/2016,"571,107"
11/PI/1105,SFI Principal Investigator Programme (PI),Hongzhou Zhang,Trinity College Dublin (TCD),Helium-ion microscopy for graphene-based nanodevices,01/04/2012,31/03/2017,"608,128"
08/HEC/I1450s1,SFI Infrastructural Support Supplement,Jean-Christophe Desplat,"National University of Ireland, Galway (NUIG)",A National Centre for High-End Computing,01/04/2012,31/01/2013,"700,000"
11/PI/1026,SFI Principal Investigator Programme (PI),James Gleeson,University of Limerick (UL),Modelling dynamics on complex networks,01/04/2012,30/09/2016,"740,658"
11/PI/1198,SFI Principal Investigator Programme (PI),Orla Feely,University College Dublin (UCD),"Nonlinear effects in circuits and systems – analysis, control and applications",01/04/2012,31/03/2017,"922,386"
11/PI/1037,SFI Principal Investigator Programme (PI),Oliver Blacque,University College Dublin (UCD),"Dissecting secretory and endocytic membrane transport pathways in targeting proteins to cilia, a prevalent disease-associated cellular organelle",01/04/2012,31/12/2017,"1,026,718"
11/PI/1066,SFI Principal Investigator Programme (PI),James O'Donnell,Trinity College Dublin (TCD),Defining the molecular mechanisms responsible for clearance of the von Willebrand factor - factor VIII complex,01/04/2012,30/09/2016,"1,184,607"
11/PI/1108,SFI Principal Investigator Programme (PI),Hugh J. Byrne,Dublin Institute of Technology (DIT),Advancing Vibrational Spectroscopy for Cellular and Sub Cellular Analysis,01/04/2012,31/03/2018,"1,190,117"
11/PI/1201,SFI Principal Investigator Programme (PI),Saibal Roy,Tyndall National Institute (TNI),Vibration based wideband electromagnetic micropower generators on silicon: MEMS to NEMS,01/04/2012,30/09/2017,"1,191,976"
11/PI/1048,SFI Principal Investigator Programme (PI),Hans-Benjamin Braun,University College Dublin (UCD),Physics behind next generation magnetic storage technologies,01/04/2012,31/12/2017,"1,231,861"
11/PI/1139,SFI Principal Investigator Programme (PI),Rosemary O'Connor,University College Cork (UCC),IGF-I Receptor signalling and regulation,01/04/2012,30/06/2017,"1,617,904"
11/PI/1206,SFI Principal Investigator Programme (PI),Patrick Guiry,University College Dublin (UCD),Asymmetric Synthesis and Biological Evaluation of Lipoxin Analogues and Tetrahydrofuran Derivatives,01/04/2012,31/12/2017,"1,674,535"
11/PI/1166,SFI Principal Investigator Programme (PI),Emmeline Hill,University College Dublin (UCD),Integrated genomics approaches to understanding genetic contributions to system-wide exercise physiology parameters in a large animal model.,01/04/2012,31/03/2018,"1,863,205"
12/CW/I2230,SFI Conference and Workshop,Noel O'Connor,Dublin City University (DCU),13th International Workshop on Image Analysis for Interactive Multimedia Services,01/03/2012,30/11/2012,"2,205"
11/CW/B2225,SFI Conference and Workshop,Simon Lawrence,University College Cork (UCC),Quantitative analytical methods for the solid state,01/03/2012,31/08/2012,"3,145"
12/CW/B2228,SFI Conference and Workshop,Brian Vohnsen,University College Dublin (UCD),Optoinformatics 2012,01/03/2012,28/02/2013,"7,400"
11/CW/B2222,SFI Conference and Workshop,Martin Clynes,Dublin City University (DCU),A celebration of Translational Cellular Biotechnology: Stem cells & Tissue Engineering Cancer Biomarkers and Recombinant Protein Manufacture,01/03/2012,31/10/2012,"7,600"
11/CW/B2223,SFI Conference and Workshop,Frank Barry,"National University of Ireland, Galway (NUIG)",International Mesenchymal Stem Cell Conference,01/03/2012,31/08/2012,"7,727"
11/CW/B2205,SFI Conference and Workshop,Harry Holthofer,Dublin City University (DCU),25th Annual Conference of the European Diabetic Nephropathy Study Group,01/03/2012,31/08/2012,"8,800"
11/W.1/B2075,SFI ETS Walton Visitor Award,Kwang Hyun Cho,University College Dublin (UCD),Dynamic rewiring of Rho family GTPase signalling fluxes in cancer cell invasion,01/03/2012,31/08/2012,"88,154"
11/W.1/I2085,SFI ETS Walton Visitor Award,John Donegan,Trinity College Dublin (TCD),Investigation of luminescence quenching in complex metal/semiconductor and metal/core-shell semiconductor systems,01/03/2012,30/11/2013,"125,005"
11/PI/1103/s1,SFI Principal Investigator Programme (PI) Supplement,Jennifer McElwain,University College Dublin (UCD),Predicting biome-level vegetation responses to future global change: Implications for future flood risk.,01/03/2012,28/02/2018,"140,000"
11/PI/1128,SFI Principal Investigator Programme (PI),Paul Cahill,Dublin City University (DCU),Notch signaling and Vascular Remodeling - a Novel target for Therapeutic Intervention,01/03/2012,28/02/2017,"859,401"
11/PI/1148,SFI Principal Investigator Programme (PI),Kevin M Ryan,University of Limerick (UL),"Growth, Oriented Attachment and Large scale Vertical Assembly of Ternary and Quaternary Semiconductor Nanorods for Low Cost Photovoltaics",01/03/2012,28/02/2017,"879,456"
11/PI/1103,SFI Principal Investigator Programme (PI),Jennifer McElwain,University College Dublin (UCD),Predicting biome-level vegetation responses to future global change: Implications for future flood risk,01/03/2012,28/02/2018,"1,061,212"
11/PI/1137,SFI Principal Investigator Programme (PI),Paul Cotter,Teagasc,Obesibiotics,01/03/2012,28/02/2017,"1,163,002"
11/CW/E2210,SFI Conference and Workshop,Igor Shvets,Trinity College Dublin (TCD),Novel TCO materials for energy and optoelectronics applications,01/02/2012,31/07/2012,"3,739"
11/CW/B2211,SFI Conference and Workshop,Walter Kolch,University College Dublin (UCD),SBI International Systems Medicine Conference,01/02/2012,31/01/2013,"8,625"
11/CW/I2209,SFI Conference and Workshop,John Breslin,"National University of Ireland, Galway (NUIG)",Sixth International AAAI Conference on Weblogs and Social Media,01/02/2012,31/01/2013,"23,700"
11/CW/B2212,SFI Conference and Workshop,James McInerney,"National University of Ireland, Maynooth (NUIM)",Society for Molecular Biology and Evolution Annual Conference,01/02/2012,31/01/2013,"31,900"
11/CW/B2214,SFI Conference and Workshop,Kingston Mills,Trinity College Dublin (TCD),International Cytokine society Mid-year Conference: IL-17 and Related Cytokines; Basic Biology and Clinical Applications,01/02/2012,31/01/2013,"35,000"
11/CW/E2208,SFI Conference and Workshop,Michael Bruen,University College Dublin (UCD),"International Water Association World Congress on Water, Climate and Energy",01/02/2012,31/01/2013,"35,500"
11/WTRCDF/I2571,SFI-HRB-Wellcome Trust Partnership,Fiona McGillicuddy,Health Research Board (HRB),Functional consequences of obesity-induced adipose tissue inflammation on HDL acceptor capacity and reverse cholesterol transpoty (RCT),01/02/2012,30/09/2017,"193,773"
11/PI/1188,SFI Principal Investigator Programme (PI),Sean Doyle,"National University of Ireland, Maynooth (NUIM)","Self-protection against redox-active metabolites in the important human pathogen, Aspergillus fumigatus: A mechanistic investigation.",01/02/2012,31/10/2016,"808,785"
11/W.1/I2088,SFI ETS Walton Visitor Award,John Shen,Tyndall National Institute (TNI),Design and Fabrication of Megawatt-Class Wafer Scale IGBT for Smart Grid Applications,09/01/2012,08/11/2013,"178,652"
08/SRC/B1412 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Apryll Stalcup,Dublin City University (DCU),Irish Separation Science Cluster-Comprehensive multi-dimensional and multi-modal separation science for complex biological systems,01/01/2012,31/12/2012,950
10/IN.1/I3006 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Michael Coey,Trinity College Dublin (TCD),Nanoscale Interfaces and Spin Electronics,01/01/2012,31/12/2012,950
10/IN.1/B3027 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Colin Hill,University College Cork (UCC),Lantibiotics: the next generation,01/01/2012,31/12/2012,"1,421"
08/IN.1/I1868 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Michael O'Neill,University College Dublin (UCD),Evolution in dynamic environments with Grammatical Evolution (EDGE),01/01/2012,31/12/2012,"1,500"
09/IN.1/B2613 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Evelyn Murphy,University College Dublin (UCD),Functional analysis of NR4A receptor activity during distinct phases of acute and chronic inflammation,01/01/2012,31/12/2012,"1,500"
07/CE/B1368 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Fergus Shanahan,University College Cork (UCC),Alimentary Pharmabiotic Centre - Second Term Funding,01/01/2012,31/12/2012,"1,522"
08/IN.1/I2103 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Owen Conlan,Trinity College Dublin (TCD),Adaptive and adaptable media and services for dynamic personalisation and contextualisation (AMAS),01/01/2012,31/12/2012,"1,537"
06/MI/006 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Michael Scott,Dublin City University (DCU),Claude Shannon Institute for Mathematics and Communications,01/01/2012,31/12/2012,"1,553"
11/RFP.1/PHY/3193 - STTF 11,SFI Short Term Travel Fellowship (STTF),Jon-Ivar Skullerud,"National University of Ireland, Maynooth (NUIM)",Transport co-efficients and heavy quarks in the quark-gluon plasma,01/01/2012,31/12/2012,"1,558"
10/CE/B1821 TIDA Training 11a,SFI Technology and Innovation Development Award (TIDA) - Training Award,Richard O'Kennedy,Dublin City University (DCU),Biomedical Diagnostics Institute,01/01/2012,31/12/2012,"1,674"
08/SRC/I1403 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,William Donnelly,Waterford Institute of Technology (WIT),SRC FAME: Federated Autonomic Management of End-To-End Communications Services,01/01/2012,31/12/2012,"2,260"
TRA/2010/20 TIDA Training 11,SFI Technology and Innovation Development Award (TIDA) - Training Award,Noel Caplice,University College Cork (UCC),Mechanism of benefit and clinical efficacy of low insulin-like growth factor 1 in acute myocardial infarct repair,01/01/2012,31/12/2012,"2,290"
08/RFP/CMS1402 - STTF 11,SFI Short Term Travel Fellowship (STTF),Liam Barry,Dublin City University (DCU),Analysis of cost-efficient Optical Burst Switching architectures with partial wavelength conversion and fibre delay lines,01/01/2012,31/12/2012,"3,099"
10/RFP/ECE2720 - STTF 11,SFI Short Term Travel Fellowship (STTF),Madeleine Lowery,University College Dublin (UCD),Towards the clinical application of computational models of closed-loop deep brain stimulation,01/01/2012,31/12/2012,"3,116"
08/CE/I1380 - STTF 11 (5),SFI Short Term Travel Fellowship (STTF),Stefan Decker,"National University of Ireland, Galway (NUIG)",Enabling a knowledge continuum for cancer researchers,01/01/2012,31/12/2012,"3,148"
08/SRC/B1410 - STTF 11 (3),SFI Short Term Travel Fellowship (STTF),John Crown,Dublin City University (DCU),Characterisaation of the mutational status of a large panel of genes in newly diagnosed patients with solid tumours,01/01/2012,31/12/2012,"3,188"
08/CE/I1380 - STTF 11 (4),SFI Short Term Travel Fellowship (STTF),Stefan Decker,"National University of Ireland, Galway (NUIG)",Real-time personalisation of social web streams based on multi-domain user profiles,01/01/2012,31/12/2012,"3,276"
09/RFP/GEO2176 - STTF 11,SFI Short Term Travel Fellowship (STTF),Harald Berresheim,"National University of Ireland, Galway (NUIG)",OH Model Simulations with the Juelich Regional Atmospheric Chemistry Model and Comparison with Diurnal and Seasonal Measurements at Mace Head,01/01/2012,31/12/2012,"3,351"
09/RFP/MTR2366 - STTF 11,SFI Short Term Travel Fellowship (STTF),Sylvia Draper,Trinity College Dublin (TCD),Time Resolved Spectroscopy in the Study of Cyclization Reaction Dynamics: Characterising energy transfer between excited state processes,01/01/2012,31/12/2012,"3,439"
10/IN.1/I2979 - STTF 11,SFI Short Term Travel Fellowship (STTF),Thomas Busch,University College Cork (UCC),Modelling Transport in Open Quantum Systems,01/01/2012,31/12/2012,"3,480"
07/IN.1/B943 - ISTTF 11,SFI Short Term Travel Fellowship (STTF),Uri Frank,"National University of Ireland, Galway (NUIG)",Wnt signaling and stem cell fate in a basal model organism ,01/01/2012,31/12/2012,"3,821"
08/CE/I1380 - STTF 11 (3),SFI Short Term Travel Fellowship (STTF),Stefan Decker,"National University of Ireland, Galway (NUIG)",Argumentation on the Social Semantic Web,01/01/2012,31/12/2012,"4,290"
11/STTF/I2197,SFI Short Term Travel Fellowship (STTF),Peter McHugh,"National University of Ireland, Galway (NUIG)",A Computational and Experimental Investigation of the Mechanical Environment Required for New Bone Formation in the Stem Cell Niche of Trabecular Bone,01/01/2012,31/12/2012,"4,378"
09/RFP/EOB2546 - STTF 11,SFI Short Term Travel Fellowship (STTF),Laura Kirwan,Waterford Institute of Technology (WIT),Methodology analysis and synthesis for ecosystem multifunctionality.,01/01/2012,31/12/2012,"4,504"
07/SRC/I1168 - STTF 11 (2),SFI Short Term Travel Fellowship (STTF),Martin Charlton,"National University of Ireland, Maynooth (NUIM)",Investigation of Multi-Hypothesis Tracking and Semantic Mapping in Visual SLAM,01/01/2012,31/12/2012,"4,567"
11/STTF/I2203,SFI Short Term Travel Fellowship (STTF),Joe Carthy,University College Dublin (UCD),Ireland and South Korea as case studies: Identification of international trends in digital crime investigation procedures and law and the development of tools and processes to manage these trends.,01/01/2012,31/12/2012,"4,591"
10/IN.1/I2979 - ISTTF 11,SFI Short Term Travel Fellowship (STTF),Thomas Busch,University College Cork (UCC),Quantum Technologies for Quantum Information ,01/01/2012,31/12/2012,"4,778"
07/SRC/B1158 - STTF 11,SFI Short Term Travel Fellowship (STTF),Kieran Hodnett,University of Limerick (UL),An investigation of the solution mediated polymorphic transformation of FI carbamazepine by in situ microscopy,01/01/2012,31/12/2012,"4,810"
07/SRC/B1160 - STTF 11 (2),SFI Short Term Travel Fellowship (STTF),Don MacElroy,University College Dublin (UCD),Specialist training on Cryogenic Transmission Electron Microscopy,01/01/2012,31/12/2012,"4,867"
09/RFP/EOB2510 - STTF 11,SFI Short Term Travel Fellowship (STTF),James McInerney,"National University of Ireland, Maynooth (NUIM)",Ecological influences on genome evolution: the impact of horizontal gene transfer,01/01/2012,31/12/2012,"4,893"
11/RFP.1/MTR/3083 -ISTTF 11,SFI Short Term Travel Fellowship (STTF),Mauro Ferreira,Trinity College Dublin (TCD),Strain-induced enhancement of the magnetic response in low-dimensional carbon-based materials ,01/01/2012,31/12/2013,"5,000"
10/IN.1/I3007 - ISTTF 11,SFI Short Term Travel Fellowship (STTF),Luiz DaSilva,Trinity College Dublin (TCD),The Self-Architecting Wireless Network: Transient Ownership Information Sharing and Learning ,01/01/2012,31/12/2012,"5,064"
08/CE/I1380 - STTF 11,SFI Short Term Travel Fellowship (STTF),Stefan Decker,"National University of Ireland, Galway (NUIG)",Collaborative partnership between Ireland and Canada research institutes to understand the psychology of sharing fitness information with an online social network,01/01/2012,31/12/2012,"5,346"
09/RFP/BIC2188 - STTF 11,SFI Short Term Travel Fellowship (STTF),Martina Schroeder,"National University of Ireland, Maynooth (NUIM)",Using biochemical techniques to unravel dynamic signalling complexes,01/01/2012,31/12/2012,"6,234"
07/IN.1/B909 - STTF 11,SFI Short Term Travel Fellowship (STTF),Cormac Taylor,University College Dublin (UCD),Investigation into the effects of Carbon Dioxide (CO2) on NFkappaB signaling: Understanding the role of CO2 in inflammation/immunity.,01/01/2012,31/12/2012,"6,266"
09/SIRG/B1575 - ISTTF 11,SFI Short Term Travel Fellowship (STTF),Eva Szegezdi,"National University of Ireland, Galway (NUIG)",Novel ratiometric approach to identify decisive molecular interactions of the TRAIL apoptotic machinery ,01/01/2012,31/12/2012,"6,300"
08/IN.1/I2055 - STTF 11,SFI Short Term Travel Fellowship (STTF),Henry Curran,"National University of Ireland, Galway (NUIG)",Combustion Chemistry for Sustainable energy and Energy Efficient Technologies ,01/01/2012,31/12/2012,"6,336"
07/IN.1/B958 - STTF 11,SFI Short Term Travel Fellowship (STTF),Noel Lowndes,"National University of Ireland, Galway (NUIG)",Histone O-GlcNAcylation and regulation of gene expression by Polycomb group (PcG) proteins.,01/01/2012,31/12/2012,"6,581"
09/IN.1/I2633 - STTF 11,SFI Short Term Travel Fellowship (STTF),Paul Hurley,Tyndall National Institute (TNI),Fabrication and characterisation of Schottky contacts and capacitor structures on chalcogenide passivated germanium.,01/01/2012,31/12/2012,"6,655"
07/IN.1/I1771 - ISSTF 11,SFI Short Term Travel Fellowship (STTF),Gerard O'Sullivan,University College Dublin (UCD),Source Optimisation for EUV Lithography (EUVL) in High-Volume Manufacturing (HVM) ,01/01/2012,31/12/2012,"6,681"
08/SRC/B1412 - STTF 11 (2),SFI Short Term Travel Fellowship (STTF),Apryll Stalcup,Dublin City University (DCU),Characterisation of mixed mode stationary phases for biochromatography with embedded ion-exchange groups,01/01/2012,31/12/2012,"6,802"
